Transaction_ID,Date,Month,Day_of_Week,Category,Brand,Quantity,Unit_Price,Discount_Rate,Gross_Amount,Discount_Amount,Net_Amount,Payment_Method,Customer_Age,Customer_Gender,Weather,Is_Holiday_Month,Revenue_per_unit,Age_Group,Is_Weekend
11ed9dc1-fbf9-4211-a247-f1ae2832ed61,2024-12-23,December,Monday,Whiskey,Jameson,2,78.85,0.01,157.7,1.58,156.12,Debit Card,47,Female,Cloudy,1,1.97996195307546,41-50,False
d3231555-fb28-4807-ba21-d36f8ab4a9cc,2025-03-09,March,Sunday,Vodka,Absolut,3,93.17,0.23,279.51,64.29,215.22,Debit Card,45,Other,Snowy,0,2.3099710207148223,41-50,True
968df0aa-52a7-4f2a-ac2c-11fa8537c85c,2025-05-29,May,Thursday,Wine,Barefoot,6,79.63,0.15,477.78,71.67,406.11,Mobile Payment,27,Male,Cloudy,0,5.099962325756625,21-30,False
f6e28bd5-bf16-4a8a-9da5-41b705539cc6,2025-03-29,March,Saturday,Vodka,Smirnoff,1,107.73,0.04,107.73,4.31,103.42,Debit Card,45,Male,Rainy,0,0.9599925740276617,41-50,True
9b5f9c78-5401-4015-a643-22deb582d70b,2024-08-19,August,Monday,Rum,Captain Morgan,5,79.4,0.07,397.0,27.79,369.21,Debit Card,43,Female,Rainy,0,4.6499999999999995,41-50,False
2a16fbf5-4fb1-4cf0-91e9-920741c4347f,2025-04-15,April,Tuesday,Tequila,Don Julio,3,113.85,0.2,341.55,68.31,273.24,Mobile Payment,39,Male,Rainy,0,2.4000000000000004,31-40,False
83963bc4-7d93-480f-99c6-1be91d9ff186,2024-06-24,June,Monday,Beer,Heineken,6,82.99,0.19,497.94,94.61,403.33,Cash,37,Female,Cloudy,0,4.859983130497651,31-40,False
16068f06-2c95-41db-a93c-32bbb99ba097,2025-02-18,February,Tuesday,Vodka,Smirnoff,4,56.5,0.24,226.0,54.24,171.76,Mobile Payment,63,Female,Sunny,0,3.04,61-70,False
3469b56d-4092-4bb3-8055-112e1b3a79d2,2025-02-03,February,Monday,Whiskey,Chivas Regal,2,55.69,0.0,111.38,0.0,111.38,Credit Card,27,Female,Sunny,0,2.0,21-30,False
b564a84a-cdc3-4d2b-b317-f360129b6a90,2025-05-16,May,Friday,Gin,Tanqueray,6,115.74,0.06,694.44,41.67,652.77,Cash,41,Male,Sunny,0,5.6399688958009335,41-50,False
df9560f0-e4fd-449f-a2f5-337af828455d,2024-08-12,August,Monday,Vodka,Grey Goose,4,77.13,0.07,308.52,21.6,286.92,Credit Card,42,Male,Sunny,0,3.7199533255542594,41-50,False
f57d2e8c-83a0-41c8-af05-9e49ab14e149,2025-01-20,January,Monday,Rum,Captain Morgan,1,94.56,0.11,94.56,10.4,84.16,Credit Card,53,Other,Cloudy,0,0.8900169204737732,51-60,False
2f2a14cd-ef64-47aa-81fe-3ab7893ff70a,2025-04-22,April,Tuesday,Rum,Captain Morgan,5,30.43,0.25,152.15,38.04,114.11,Mobile Payment,41,Female,Snowy,0,3.749917844232665,41-50,False
060d6abd-2b7f-47c6-b26c-f2abd27c6c5a,2024-10-15,October,Tuesday,Brandy,Hennessy,2,95.47,0.22,190.94,42.01,148.93,Cash,55,Other,Sunny,0,1.559966481617262,51-60,False
36fcb6d5-c500-4f53-b223-5faedfe58d3b,2024-09-27,September,Friday,Brandy,E&J,2,53.01,0.06,106.02,6.36,99.66,Mobile Payment,37,Other,Sunny,0,1.880022637238257,31-40,False
38181730-4678-4758-afd7-3aa72f1301d8,2024-10-06,October,Sunday,Tequila,Patron,2,68.94,0.09,137.88,12.41,125.47,Mobile Payment,63,Female,Snowy,0,1.8199883957064114,61-70,True
1b2c1b91-ffe6-41de-9840-27f9f94dd629,2024-10-15,October,Tuesday,Whiskey,Jameson,1,82.39,0.23,82.39,18.95,63.44,Credit Card,49,Other,Cloudy,0,0.7699963587814055,41-50,False
d42d1896-9c9c-487b-819a-11ad4a381696,2024-12-04,December,Wednesday,Wine,Sutter Home,2,71.72,0.15,143.44,21.52,121.92,Cash,41,Female,Sunny,1,1.6999442275515895,41-50,False
e4eaa61c-f5fe-4e4d-ab30-12bceada1539,2025-04-05,April,Saturday,Wine,Yellow Tail,6,112.83,0.24,676.98,162.48,514.5,Credit Card,47,Male,Rainy,0,4.55995745812284,41-50,True
c6bdd312-1e74-4366-a51a-c98be7308361,2025-04-23,April,Wednesday,Brandy,Paul Masson,3,46.12,0.03,138.36,4.15,134.21,Mobile Payment,58,Other,Rainy,0,2.910017346053773,51-60,False
8fefbc18-812f-4646-99d4-c8509d115bd9,2024-07-05,July,Friday,Vodka,Grey Goose,3,72.16,0.12,216.48,25.98,190.5,Credit Card,39,Male,Cloudy,1,2.639966740576497,31-40,False
77e1ced4-32a8-437f-b58a-ab39bc8f414e,2025-04-20,April,Sunday,Whiskey,Jameson,4,10.17,0.12,40.68,4.88,35.8,Mobile Payment,29,Male,Snowy,0,3.5201573254670597,21-30,True
808babc9-ae28-4a8d-a445-fa4006a8e425,2025-05-27,May,Tuesday,Brandy,Paul Masson,3,100.05,0.11,300.15,33.02,267.13,Cash,49,Female,Rainy,0,2.6699650174912546,41-50,False
450ffbcb-8e33-4bc4-8ba8-02da416f9948,2025-03-26,March,Wednesday,Vodka,Grey Goose,1,85.8,0.02,85.8,1.72,84.08,Cash,63,Male,Snowy,0,0.9799533799533799,61-70,False
72371167-9b6f-449f-bdd3-f67441d3b80c,2024-12-18,December,Wednesday,Brandy,Hennessy,2,90.53,0.25,181.06,45.27,135.8,Mobile Payment,27,Other,Cloudy,1,1.5000552303103944,21-30,False
d6d3f8f3-7e4b-4b78-acf0-d353ebaa7d5e,2024-06-08,June,Saturday,Rum,Bacardi,6,13.3,0.02,79.8,1.6,78.2,Credit Card,23,Female,Sunny,0,5.879699248120301,21-30,True
bfb0e7e1-11cd-420e-8a1c-4306384ce039,2025-04-27,April,Sunday,Rum,Bacardi,5,24.16,0.15,120.8,18.12,102.68,Credit Card,45,Male,Snowy,0,4.25,41-50,True
a017f6ea-a73b-4d5a-adaa-689268afee3d,2024-07-20,July,Saturday,Tequila,Don Julio,1,36.02,0.17,36.02,6.12,29.9,Debit Card,42,Male,Rainy,1,0.8300943920044419,41-50,True
a35ec725-6a5d-440b-a248-48c518c23aec,2024-09-01,September,Sunday,Vodka,Grey Goose,5,42.32,0.04,211.6,8.46,203.14,Credit Card,37,Male,Snowy,0,4.800094517958412,31-40,True
24f35672-39ec-4bc9-857e-492017aad6f3,2024-10-13,October,Sunday,Vodka,Grey Goose,4,30.54,0.08,122.16,9.77,112.39,Debit Card,28,Male,Cloudy,0,3.680091683038638,21-30,True
374e7cc4-f336-43c3-87cf-6bb6e5094337,2025-02-21,February,Friday,Beer,Corona,3,108.09,0.08,324.27,25.94,298.33,Cash,22,Male,Cloudy,0,2.760014802479415,21-30,False
5c53f37d-ddc7-4f4a-a6c1-000af93e6a4e,2025-01-17,January,Friday,Wine,Barefoot,2,83.61,0.01,167.22,1.67,165.55,Debit Card,39,Male,Sunny,0,1.9800263126420286,31-40,False
a780d70a-7efb-4af0-a6a0-7311f88cc227,2025-01-31,January,Friday,Tequila,Jose Cuervo,2,78.71,0.25,157.42,39.35,118.06,Mobile Payment,34,Other,Snowy,0,1.4999364756701818,31-40,False
c7376ce4-988a-45da-90bb-0904a5249149,2024-11-26,November,Tuesday,Beer,Budweiser,4,47.3,0.15,189.2,28.38,160.82,Cash,61,Other,Rainy,1,3.4,61-70,False
b68eb936-043e-47d5-b98e-180ba0d9e667,2024-06-07,June,Friday,Whiskey,Chivas Regal,6,14.33,0.21,85.98,18.06,67.92,Debit Card,58,Female,Cloudy,0,4.739706908583392,51-60,False
4bfc2cd5-bf6a-45a3-b729-110fb4b74279,2024-11-13,November,Wednesday,Whiskey,Jack Daniels,5,85.65,0.01,428.25,4.28,423.97,Mobile Payment,46,Other,Rainy,1,4.950029188558085,41-50,False
8c2ecc41-6cca-456a-a88b-c17dba717a49,2025-05-12,May,Monday,Wine,Sutter Home,1,119.31,0.25,119.31,29.83,89.48,Mobile Payment,26,Male,Sunny,0,0.7499790461822144,21-30,False
24d419d0-82d9-425b-814c-d798f40f589b,2025-01-30,January,Thursday,Brandy,Paul Masson,6,89.12,0.03,534.72,16.04,518.68,Credit Card,64,Other,Rainy,0,5.820017953321363,61-70,False
8c25a9b9-742b-4305-b051-b2303e3622ef,2024-10-26,October,Saturday,Gin,Bombay Sapphire,3,104.84,0.08,314.52,25.16,289.36,Mobile Payment,50,Male,Rainy,0,2.7600152613506297,41-50,True
b33c9983-6c43-4f44-af75-03b5218be2e9,2024-08-18,August,Sunday,Wine,Sutter Home,4,105.06,0.08,420.24,33.62,386.62,Cash,61,Male,Sunny,0,3.679992385303636,61-70,True
fa7af373-7991-4e54-9eab-c6dc71f8f3c5,2024-08-30,August,Friday,Rum,Bacardi,2,117.5,0.04,235.0,9.4,225.6,Debit Card,46,Other,Rainy,0,1.92,41-50,False
4683f7e5-e681-44e7-8f43-fc71bf7ead6b,2024-12-31,December,Tuesday,Wine,Yellow Tail,3,110.16,0.09,330.48,29.74,300.74,Credit Card,32,Male,Sunny,1,2.7300290486564998,31-40,False
bc3bc8aa-1e7a-4601-904b-cdeb30b5b1bf,2024-10-25,October,Friday,Brandy,Paul Masson,5,94.41,0.2,472.05,94.41,377.64,Mobile Payment,28,Other,Snowy,0,4.0,21-30,False
b040e910-864f-475e-9b41-73a04e45023c,2024-10-13,October,Sunday,Tequila,Patron,6,53.85,0.15,323.1,48.47,274.63,Credit Card,41,Other,Rainy,0,5.099907149489322,41-50,True
c222f4a7-0eb5-4ac3-ba0c-fc58a585047c,2025-02-21,February,Friday,Vodka,Grey Goose,2,69.34,0.06,138.68,8.32,130.36,Credit Card,29,Male,Rainy,0,1.8800115373521777,21-30,False
626a4fee-c86d-4a89-9d82-55230ac8f551,2025-01-20,January,Monday,Wine,Yellow Tail,1,119.65,0.07,119.65,8.38,111.27,Mobile Payment,26,Other,Sunny,0,0.9299623903050563,21-30,False
a252ede6-97ff-42cd-bc06-5c870c59efd2,2025-04-19,April,Saturday,Whiskey,Jameson,1,48.87,0.01,48.87,0.49,48.38,Mobile Payment,36,Female,Snowy,0,0.9899733988131779,31-40,True
46e40b36-7370-4203-888e-a3bfbc0aab90,2024-06-29,June,Saturday,Beer,Corona,3,63.72,0.23,191.16,43.97,147.19,Mobile Payment,30,Other,Snowy,0,2.3099497802887634,21-30,True
77ab8aea-b614-4bbe-b3d5-2b59c5789ecd,2024-12-07,December,Saturday,Rum,Malibu,2,30.91,0.16,61.82,9.89,51.93,Cash,48,Male,Rainy,1,1.6800388223875768,41-50,True
89df69e6-3652-4363-8417-66bea914a206,2024-12-22,December,Sunday,Vodka,Smirnoff,3,26.13,0.03,78.39,2.35,76.04,Credit Card,37,Male,Sunny,1,2.910065059318791,31-40,True
88ca67ea-4853-4db2-b3a6-3919348b43a3,2025-03-05,March,Wednesday,Whiskey,Chivas Regal,5,75.82,0.23,379.1,87.19,291.91,Credit Card,49,Female,Cloudy,0,3.850039567396466,41-50,False
7deb5d9a-65ea-4765-b2c6-7fdffd3f20d9,2024-12-08,December,Sunday,Rum,Captain Morgan,2,69.01,0.07,138.02,9.66,128.36,Credit Card,30,Female,Rainy,1,1.8600202869149398,21-30,True
d2c348da-c540-4672-90aa-4e52e32bc338,2024-09-14,September,Saturday,Gin,Tanqueray,1,72.98,0.08,72.98,5.84,67.14,Debit Card,26,Other,Snowy,0,0.9199780761852562,21-30,True
cb3baba6-4fe3-4a0c-84b5-84146cbf3eff,2024-06-12,June,Wednesday,Wine,Yellow Tail,5,104.72,0.17,523.6,89.01,434.59,Mobile Payment,42,Female,Sunny,0,4.15001909854851,41-50,False
c8fb705e-3967-4bd5-be31-1259bc7efe53,2024-06-24,June,Monday,Wine,Yellow Tail,1,50.33,0.12,50.33,6.04,44.29,Cash,63,Other,Sunny,0,0.8799920524538049,61-70,False
a70e1708-e96c-4794-84fc-1f09964a94ed,2024-12-31,December,Tuesday,Gin,Bombay Sapphire,3,59.96,0.06,179.88,10.79,169.09,Mobile Payment,21,Female,Cloudy,1,2.8200466977985323,21-30,False
15004f59-31e7-40c8-b1bb-2c11879f1a1e,2024-11-30,November,Saturday,Whiskey,Jameson,6,62.83,0.04,376.98,15.08,361.9,Mobile Payment,58,Female,Sunny,1,5.759987267229031,51-60,True
9084caf3-3fc5-490c-bd12-3754d8a3c3b2,2024-08-06,August,Tuesday,Rum,Captain Morgan,1,17.8,0.2,17.8,3.56,14.24,Mobile Payment,27,Female,Cloudy,0,0.7999999999999999,21-30,False
a1110503-2831-460b-a455-3c6d5187f56d,2024-07-27,July,Saturday,Brandy,E&J,3,64.3,0.08,192.9,15.43,177.47,Mobile Payment,45,Female,Cloudy,1,2.760031104199067,41-50,True
a97e0827-8212-4fac-8cde-5be2d751b3cb,2024-08-16,August,Friday,Brandy,Hennessy,5,91.59,0.09,457.95,41.22,416.73,Credit Card,24,Female,Rainy,0,4.54995086799869,21-30,False
f1df65da-c7c2-4ee1-8c69-b2b12176a902,2025-05-14,May,Wednesday,Gin,Bombay Sapphire,4,108.99,0.17,435.96,74.11,361.85,Debit Card,42,Other,Snowy,0,3.3200293604917888,41-50,False
54100652-b5b7-4d4c-9620-a89c4865f53a,2025-05-23,May,Friday,Tequila,Don Julio,1,48.14,0.24,48.14,11.55,36.59,Cash,62,Other,Sunny,0,0.7600747818861654,61-70,False
97a71202-1bb5-4642-b22c-4acc13b58834,2025-01-08,January,Wednesday,Whiskey,Jack Daniels,6,40.54,0.06,243.24,14.59,228.65,Mobile Payment,63,Male,Rainy,0,5.640108534780464,61-70,False
32e31e54-0f34-4056-b19d-dbd249d69c15,2025-01-10,January,Friday,Whiskey,Jameson,5,34.7,0.12,173.5,20.82,152.68,Mobile Payment,33,Male,Snowy,0,4.3999999999999995,31-40,False
2dea6ac1-df90-4596-a162-9ca7ba005413,2024-06-18,June,Tuesday,Vodka,Smirnoff,2,111.87,0.04,223.74,8.95,214.79,Debit Card,61,Female,Sunny,0,1.919996424421203,61-70,False
576415f2-518f-48bb-88d3-f25d2131856d,2024-12-22,December,Sunday,Rum,Captain Morgan,1,84.97,0.09,84.97,7.65,77.32,Credit Card,57,Other,Snowy,1,0.9099682240790866,51-60,True
13ab7068-63cc-47d7-930a-64968f6ffd78,2024-09-02,September,Monday,Gin,Beefeater,2,50.73,0.15,101.46,15.22,86.24,Debit Card,59,Female,Rainy,0,1.6999802877981471,51-60,False
9db73db6-4fca-40f1-b22d-227705cd0f3f,2025-04-13,April,Sunday,Gin,Tanqueray,5,41.73,0.04,208.65,8.35,200.3,Mobile Payment,31,Other,Snowy,0,4.799904145698539,31-40,True
4c19a4b9-b271-401c-9cba-a094270bb54c,2024-06-22,June,Saturday,Beer,Budweiser,5,85.47,0.07,427.35,29.91,397.44,Debit Card,48,Other,Snowy,0,4.6500526500526504,41-50,True
c0c5141e-efbd-4a1d-9d8a-8a808d30a4e5,2025-03-22,March,Saturday,Brandy,Paul Masson,5,65.24,0.08,326.2,26.1,300.1,Cash,55,Male,Snowy,0,4.599938687921521,51-60,True
90cda104-65f1-450d-966b-40d94c524fba,2025-03-23,March,Sunday,Rum,Bacardi,4,21.87,0.09,87.48,7.87,79.61,Debit Card,42,Other,Snowy,0,3.6401463191586645,41-50,True
d6dcf197-9680-45f9-954c-6c043203d134,2024-11-25,November,Monday,Wine,Barefoot,3,17.2,0.13,51.6,6.71,44.89,Cash,22,Other,Sunny,1,2.609883720930233,21-30,False
b7985652-aeb8-402b-b500-555bb8fdd283,2025-04-13,April,Sunday,Vodka,Absolut,2,31.46,0.23,62.92,14.47,48.45,Debit Card,51,Male,Rainy,0,1.5400508582326764,51-60,True
8bc4813e-06fe-4f6e-a37d-f8c7068d570d,2025-02-01,February,Saturday,Wine,Yellow Tail,5,29.63,0.21,148.15,31.11,117.04,Debit Card,46,Male,Rainy,0,3.950050624367196,41-50,True
4fa25496-6953-4f27-9522-2aeb81ba0deb,2024-09-20,September,Friday,Rum,Captain Morgan,4,119.38,0.24,477.52,114.6,362.92,Credit Card,35,Female,Rainy,0,3.0400402077399904,31-40,False
9e3d47b4-6e7d-4dc9-8d9e-74b365963d44,2025-05-06,May,Tuesday,Vodka,Smirnoff,5,30.38,0.11,151.9,16.71,135.19,Mobile Payment,53,Male,Snowy,0,4.449967083607636,51-60,False
e5719f8c-8e8f-4d6a-8391-aaf56910bd20,2025-04-05,April,Saturday,Beer,Heineken,2,34.56,0.01,69.12,0.69,68.43,Mobile Payment,30,Other,Rainy,0,1.9800347222222223,21-30,True
7cf6825c-0b24-44a5-9553-7373465ee1d4,2024-06-19,June,Wednesday,Rum,Malibu,5,94.53,0.13,472.65,61.44,411.21,Debit Card,41,Other,Snowy,0,4.350047603935258,41-50,False
4ddffea4-7bdd-40da-b948-7b6b220d5fb9,2025-02-20,February,Thursday,Whiskey,Jameson,1,97.82,0.13,97.82,12.72,85.1,Mobile Payment,21,Female,Rainy,0,0.869965242281742,21-30,False
03743c73-0d26-47a2-a513-c71a51c9bb96,2024-09-17,September,Tuesday,Gin,Tanqueray,2,106.66,0.04,213.32,8.53,204.79,Credit Card,33,Male,Sunny,0,1.9200262516407276,31-40,False
31370ba6-de5d-42f9-b936-52f9ffe4ce69,2024-08-05,August,Monday,Tequila,Patron,5,26.45,0.09,132.25,11.9,120.35,Mobile Payment,61,Male,Cloudy,0,4.550094517958412,61-70,False
91613009-6482-4628-8a77-50a3bd762fc3,2025-06-01,June,Sunday,Whiskey,Chivas Regal,1,30.44,0.03,30.44,0.91,29.53,Mobile Payment,22,Male,Sunny,0,0.9701051248357424,21-30,True
93550912-eec4-44e1-b7e9-733e27fe0d03,2025-04-26,April,Saturday,Rum,Malibu,2,52.27,0.09,104.54,9.41,95.13,Cash,63,Female,Cloudy,0,1.8199732159938777,61-70,True
48de8c76-00d3-469c-b892-321419343f34,2024-11-16,November,Saturday,Gin,Tanqueray,3,43.44,0.08,130.32,10.43,119.89,Cash,40,Other,Cloudy,1,2.7598987108655617,31-40,True
234b75f7-786d-4903-8ed2-18e214333e80,2025-01-15,January,Wednesday,Wine,Barefoot,3,116.74,0.24,350.22,84.05,266.17,Cash,24,Male,Snowy,0,2.2800239849237625,21-30,False
cbe2c977-ae23-4de5-a4d2-cc1f44d02b70,2024-10-28,October,Monday,Brandy,E&J,5,109.33,0.04,546.65,21.87,524.78,Credit Card,65,Female,Snowy,0,4.799963413518705,61-70,False
0c8ad296-af10-413d-bd04-0722830c8bd7,2025-01-28,January,Tuesday,Beer,Corona,3,45.76,0.06,137.28,8.24,129.04,Mobile Payment,52,Male,Sunny,0,2.81993006993007,51-60,False
081f9e6b-6ce0-43a3-acbb-dfb56955fae7,2024-09-27,September,Friday,Vodka,Grey Goose,6,13.17,0.19,79.02,15.01,64.01,Debit Card,21,Other,Snowy,0,4.860288534548216,21-30,False
9d99e29f-21bc-49a3-92cd-83030fa9a969,2024-09-25,September,Wednesday,Gin,Tanqueray,2,50.36,0.1,100.72,10.07,90.65,Cash,42,Male,Sunny,0,1.800039714058777,41-50,False
dc62111c-a19e-4440-9e18-eea8524bbdb5,2025-05-29,May,Thursday,Wine,Sutter Home,2,52.52,0.17,105.04,17.86,87.18,Debit Card,22,Female,Snowy,0,1.65993907083016,21-30,False
1c45617b-536b-43f4-992d-8823f35a3c03,2024-08-11,August,Sunday,Beer,Corona,4,17.94,0.24,71.76,17.22,54.54,Mobile Payment,29,Other,Rainy,0,3.0401337792642136,21-30,True
9f5e14de-f7b7-4b42-99c1-c78d211d7e35,2024-08-04,August,Sunday,Brandy,Hennessy,4,38.45,0.2,153.8,30.76,123.04,Debit Card,32,Other,Rainy,0,3.1999999999999997,31-40,True
cfdb02a4-d9f2-42fb-b6de-5fab2a15f747,2024-12-13,December,Friday,Whiskey,Chivas Regal,1,38.61,0.13,38.61,5.02,33.59,Debit Card,27,Male,Rainy,1,0.8699818699818701,21-30,False
0a200e05-d3a4-4e2f-ba58-8e65fd23ad89,2024-11-14,November,Thursday,Gin,Bombay Sapphire,5,10.32,0.22,51.6,11.35,40.25,Debit Card,25,Other,Cloudy,1,3.9001937984496124,21-30,False
bc97ec5e-9903-45c2-afdf-0ae538fb9883,2024-11-08,November,Friday,Wine,Yellow Tail,6,111.75,0.02,670.5,13.41,657.09,Mobile Payment,48,Other,Rainy,1,5.88,41-50,False
a2ba02d8-cdea-4d5c-9b68-a3753ecade00,2025-01-12,January,Sunday,Whiskey,Chivas Regal,2,66.0,0.22,132.0,29.04,102.96,Credit Card,32,Female,Rainy,0,1.5599999999999998,31-40,True
9f77b45e-bfed-4234-b74e-1e8f3bc73333,2025-03-20,March,Thursday,Whiskey,Jameson,5,113.2,0.17,566.0,96.22,469.78,Debit Card,57,Female,Snowy,0,4.1499999999999995,51-60,False
b8a433b4-1472-42b1-b841-299515c18e13,2024-11-09,November,Saturday,Vodka,Grey Goose,1,104.22,0.22,104.22,22.93,81.29,Debit Card,54,Female,Sunny,1,0.7799846478602956,51-60,True
6a512e65-bd17-43fd-8dd2-8c3b27676d0e,2024-12-24,December,Tuesday,Whiskey,Chivas Regal,4,50.91,0.14,203.64,28.51,175.13,Debit Card,40,Female,Rainy,1,3.4399921429974465,31-40,False
0e266001-5a79-4788-a08a-20aea9339952,2025-01-14,January,Tuesday,Wine,Sutter Home,2,15.97,0.09,31.94,2.87,29.07,Credit Card,47,Female,Cloudy,0,1.820288040075141,41-50,False
c491dd49-6583-40a9-8f80-8a6411af99be,2025-05-26,May,Monday,Tequila,Patron,3,12.59,0.11,37.77,4.15,33.62,Credit Card,43,Male,Rainy,0,2.6703733121525017,41-50,False
4473140b-4ef5-4c9c-9d14-225ceeabe446,2025-03-31,March,Monday,Vodka,Smirnoff,5,27.81,0.1,139.05,13.9,125.14,Cash,40,Other,Rainy,0,4.499820208558073,31-40,False
5714276b-aa41-491d-838e-17a8049f3956,2024-06-15,June,Saturday,Rum,Bacardi,6,93.62,0.23,561.72,129.2,432.52,Cash,46,Male,Snowy,0,4.619953001495406,41-50,True
fdde37b7-c66e-497a-936f-d4f40c43cfca,2025-02-20,February,Thursday,Vodka,Smirnoff,5,39.5,0.13,197.5,25.68,171.82,Credit Card,28,Other,Sunny,0,4.349873417721519,21-30,False
9b4b18cd-538d-4074-b4ce-7af055977bc9,2025-05-05,May,Monday,Gin,Tanqueray,1,109.78,0.15,109.78,16.47,93.31,Credit Card,54,Male,Rainy,0,0.8499726726179632,51-60,False
8817cdf7-4ce9-4b68-b407-d92f4258d637,2024-08-02,August,Friday,Wine,Yellow Tail,1,113.87,0.02,113.87,2.28,111.59,Credit Card,30,Female,Cloudy,0,0.9799771669447616,21-30,False
46217bf2-008e-4ff6-80da-2411fcf34401,2024-06-09,June,Sunday,Whiskey,Jack Daniels,2,73.33,0.24,146.66,35.2,111.46,Credit Card,33,Female,Rainy,0,1.5199781808264012,31-40,True
